
=== Training started at 2025-12-10 03:18:59 ===
Step 10: {'loss': 4.3209, 'grad_norm': 8.168756484985352, 'learning_rate': 4.986666666666667e-05, 'epoch': 0.008888888888888889}
Step 1950: {'loss': 1.2592, 'grad_norm': 2.855391502380371, 'learning_rate': 2.1125925925925927e-05, 'epoch': 1.7333333333333334}
Step 1960: {'loss': 1.306, 'grad_norm': 2.4891271591186523, 'learning_rate': 2.097777777777778e-05, 'epoch': 1.7422222222222223}
Step 1970: {'loss': 1.1467, 'grad_norm': 3.217768907546997, 'learning_rate': 2.082962962962963e-05, 'epoch': 1.751111111111111}
Step 1980: {'loss': 1.1881, 'grad_norm': 2.5176966190338135, 'learning_rate': 2.0681481481481482e-05, 'epoch': 1.76}
Step 1990: {'loss': 1.1841, 'grad_norm': 2.4476897716522217, 'learning_rate': 2.0533333333333336e-05, 'epoch': 1.7688888888888887}
Step 2000: {'loss': 1.3485, 'grad_norm': 2.3463776111602783, 'learning_rate': 2.0385185185185185e-05, 'epoch': 1.7777777777777777}
Step 2010: {'loss': 1.2483, 'grad_norm': 1.9372631311416626, 'learning_rate': 2.0237037037037038e-05, 'epoch': 1.7866666666666666}
Step 2020: {'loss': 1.2284, 'grad_norm': 2.6406304836273193, 'learning_rate': 2.008888888888889e-05, 'epoch': 1.7955555555555556}
Step 2030: {'loss': 1.247, 'grad_norm': 2.7250189781188965, 'learning_rate': 1.994074074074074e-05, 'epoch': 1.8044444444444445}
Step 2040: {'loss': 1.1943, 'grad_norm': 2.6415669918060303, 'learning_rate': 1.9792592592592594e-05, 'epoch': 1.8133333333333335}
Step 2050: {'loss': 1.2599, 'grad_norm': 2.607361316680908, 'learning_rate': 1.9644444444444447e-05, 'epoch': 1.8222222222222222}
Step 2060: {'loss': 1.2036, 'grad_norm': 2.3909571170806885, 'learning_rate': 1.94962962962963e-05, 'epoch': 1.8311111111111111}
Step 2070: {'loss': 1.1702, 'grad_norm': 2.3150174617767334, 'learning_rate': 1.934814814814815e-05, 'epoch': 1.8399999999999999}
Step 2080: {'loss': 1.1665, 'grad_norm': 3.2357614040374756, 'learning_rate': 1.9200000000000003e-05, 'epoch': 1.8488888888888888}
Step 2090: {'loss': 1.1504, 'grad_norm': 2.3921213150024414, 'learning_rate': 1.9051851851851856e-05, 'epoch': 1.8577777777777778}
Step 2100: {'loss': 1.1508, 'grad_norm': 2.919834613800049, 'learning_rate': 1.8903703703703705e-05, 'epoch': 1.8666666666666667}
Step 2110: {'loss': 1.155, 'grad_norm': 2.6699624061584473, 'learning_rate': 1.8755555555555558e-05, 'epoch': 1.8755555555555556}
Step 2120: {'loss': 1.2218, 'grad_norm': 3.469477415084839, 'learning_rate': 1.8607407407407408e-05, 'epoch': 1.8844444444444446}
Step 2130: {'loss': 1.1737, 'grad_norm': 2.64369797706604, 'learning_rate': 1.845925925925926e-05, 'epoch': 1.8933333333333333}
Step 2140: {'loss': 1.2283, 'grad_norm': 2.6894214153289795, 'learning_rate': 1.8311111111111114e-05, 'epoch': 1.9022222222222223}
Step 2150: {'loss': 1.2096, 'grad_norm': 2.9467315673828125, 'learning_rate': 1.8162962962962963e-05, 'epoch': 1.911111111111111}
Step 2160: {'loss': 1.2381, 'grad_norm': 3.507237672805786, 'learning_rate': 1.8014814814814817e-05, 'epoch': 1.92}
Step 2170: {'loss': 1.292, 'grad_norm': 2.5177576541900635, 'learning_rate': 1.7866666666666666e-05, 'epoch': 1.9288888888888889}
Step 2180: {'loss': 1.208, 'grad_norm': 2.634122133255005, 'learning_rate': 1.771851851851852e-05, 'epoch': 1.9377777777777778}
Step 2190: {'loss': 1.195, 'grad_norm': 2.3821122646331787, 'learning_rate': 1.757037037037037e-05, 'epoch': 1.9466666666666668}
Step 2200: {'loss': 1.0598, 'grad_norm': 2.8153910636901855, 'learning_rate': 1.7422222222222222e-05, 'epoch': 1.9555555555555557}
Step 2210: {'loss': 1.2908, 'grad_norm': 2.886732816696167, 'learning_rate': 1.7274074074074075e-05, 'epoch': 1.9644444444444444}
Step 2220: {'loss': 1.2982, 'grad_norm': 2.8466663360595703, 'learning_rate': 1.7125925925925924e-05, 'epoch': 1.9733333333333334}
Step 2230: {'loss': 1.2755, 'grad_norm': 2.7448856830596924, 'learning_rate': 1.6977777777777777e-05, 'epoch': 1.982222222222222}
Step 2240: {'loss': 1.1809, 'grad_norm': 2.550189256668091, 'learning_rate': 1.682962962962963e-05, 'epoch': 1.991111111111111}
Step 2250: {'loss': 1.1748, 'grad_norm': 2.6081349849700928, 'learning_rate': 1.668148148148148e-05, 'epoch': 2.0}
Epoch 2.0 completed in 1567.73s
Step 2250: {'eval_loss': 1.2407914400100708, 'eval_runtime': 21.9473, 'eval_samples_per_second': 22.782, 'eval_steps_per_second': 5.695, 'epoch': 2.0}
Step 2260: {'loss': 1.1963, 'grad_norm': 2.3769021034240723, 'learning_rate': 1.6533333333333333e-05, 'epoch': 2.008888888888889}
Step 2270: {'loss': 1.2214, 'grad_norm': 2.608886241912842, 'learning_rate': 1.6385185185185186e-05, 'epoch': 2.017777777777778}
Step 2280: {'loss': 1.2644, 'grad_norm': 2.470837354660034, 'learning_rate': 1.6237037037037036e-05, 'epoch': 2.026666666666667}
Step 2290: {'loss': 1.2118, 'grad_norm': 2.368497371673584, 'learning_rate': 1.608888888888889e-05, 'epoch': 2.0355555555555553}
Step 2300: {'loss': 1.1177, 'grad_norm': 2.8253073692321777, 'learning_rate': 1.5940740740740742e-05, 'epoch': 2.0444444444444443}
Step 2310: {'loss': 1.2186, 'grad_norm': 2.6171085834503174, 'learning_rate': 1.579259259259259e-05, 'epoch': 2.0533333333333332}
Step 2320: {'loss': 1.1817, 'grad_norm': 2.9857473373413086, 'learning_rate': 1.5644444444444444e-05, 'epoch': 2.062222222222222}
Step 2330: {'loss': 1.1973, 'grad_norm': 2.559441089630127, 'learning_rate': 1.5496296296296298e-05, 'epoch': 2.071111111111111}
Step 2340: {'loss': 1.2669, 'grad_norm': 2.6700973510742188, 'learning_rate': 1.5348148148148147e-05, 'epoch': 2.08}
Step 2350: {'loss': 1.355, 'grad_norm': 2.6339876651763916, 'learning_rate': 1.52e-05, 'epoch': 2.088888888888889}
Step 2360: {'loss': 1.1195, 'grad_norm': 2.3254876136779785, 'learning_rate': 1.5051851851851853e-05, 'epoch': 2.097777777777778}
Step 2370: {'loss': 1.1107, 'grad_norm': 2.583319902420044, 'learning_rate': 1.4903703703703703e-05, 'epoch': 2.1066666666666665}
Step 2380: {'loss': 1.1367, 'grad_norm': 3.0792298316955566, 'learning_rate': 1.4755555555555556e-05, 'epoch': 2.1155555555555554}
Step 2390: {'loss': 1.127, 'grad_norm': 2.7151358127593994, 'learning_rate': 1.4607407407407409e-05, 'epoch': 2.1244444444444444}
Step 2400: {'loss': 1.2019, 'grad_norm': 2.4461452960968018, 'learning_rate': 1.4459259259259262e-05, 'epoch': 2.1333333333333333}
Step 2410: {'loss': 1.132, 'grad_norm': 1.9653291702270508, 'learning_rate': 1.4311111111111111e-05, 'epoch': 2.1422222222222222}
Step 2420: {'loss': 1.227, 'grad_norm': 2.436861515045166, 'learning_rate': 1.4162962962962965e-05, 'epoch': 2.151111111111111}
Step 2430: {'loss': 1.1855, 'grad_norm': 2.0699453353881836, 'learning_rate': 1.4014814814814818e-05, 'epoch': 2.16}
Step 2440: {'loss': 1.1191, 'grad_norm': 2.9794232845306396, 'learning_rate': 1.3866666666666667e-05, 'epoch': 2.168888888888889}
Step 2450: {'loss': 1.236, 'grad_norm': 2.717014789581299, 'learning_rate': 1.371851851851852e-05, 'epoch': 2.1777777777777776}
Step 2460: {'loss': 1.1369, 'grad_norm': 2.446322202682495, 'learning_rate': 1.3570370370370372e-05, 'epoch': 2.1866666666666665}
Step 2470: {'loss': 1.1612, 'grad_norm': 2.5665063858032227, 'learning_rate': 1.3422222222222223e-05, 'epoch': 2.1955555555555555}
Step 2480: {'loss': 1.1426, 'grad_norm': 2.40069580078125, 'learning_rate': 1.3274074074074074e-05, 'epoch': 2.2044444444444444}
Step 2490: {'loss': 1.1782, 'grad_norm': 2.5349862575531006, 'learning_rate': 1.3125925925925927e-05, 'epoch': 2.2133333333333334}
Step 2500: {'loss': 1.2029, 'grad_norm': 2.5365407466888428, 'learning_rate': 1.2977777777777777e-05, 'epoch': 2.2222222222222223}
Step 2510: {'loss': 1.1518, 'grad_norm': 4.116152763366699, 'learning_rate': 1.282962962962963e-05, 'epoch': 2.2311111111111113}
Step 2520: {'loss': 1.2884, 'grad_norm': 2.8133931159973145, 'learning_rate': 1.2681481481481483e-05, 'epoch': 2.24}
Step 2530: {'loss': 1.2014, 'grad_norm': 2.327822208404541, 'learning_rate': 1.2533333333333332e-05, 'epoch': 2.2488888888888887}
Step 2540: {'loss': 1.2163, 'grad_norm': 2.307954788208008, 'learning_rate': 1.2385185185185186e-05, 'epoch': 2.2577777777777777}
Step 2550: {'loss': 1.2313, 'grad_norm': 2.633415460586548, 'learning_rate': 1.2237037037037037e-05, 'epoch': 2.2666666666666666}
Step 2560: {'loss': 1.1875, 'grad_norm': 2.4359912872314453, 'learning_rate': 1.208888888888889e-05, 'epoch': 2.2755555555555556}
Step 2570: {'loss': 1.1066, 'grad_norm': 2.4769747257232666, 'learning_rate': 1.1940740740740741e-05, 'epoch': 2.2844444444444445}
Step 2580: {'loss': 1.1514, 'grad_norm': 3.3723933696746826, 'learning_rate': 1.1792592592592592e-05, 'epoch': 2.2933333333333334}
Step 2590: {'loss': 1.0777, 'grad_norm': 2.644425392150879, 'learning_rate': 1.1644444444444446e-05, 'epoch': 2.3022222222222224}
Step 2600: {'loss': 1.1523, 'grad_norm': 2.3127715587615967, 'learning_rate': 1.1496296296296297e-05, 'epoch': 2.311111111111111}
Step 2610: {'loss': 1.1628, 'grad_norm': 2.983527421951294, 'learning_rate': 1.1348148148148148e-05, 'epoch': 2.32}
Step 2620: {'loss': 1.1644, 'grad_norm': 2.663302183151245, 'learning_rate': 1.1200000000000001e-05, 'epoch': 2.328888888888889}
Step 2630: {'loss': 1.2093, 'grad_norm': 2.6214637756347656, 'learning_rate': 1.1051851851851853e-05, 'epoch': 2.3377777777777777}
Step 2640: {'loss': 1.121, 'grad_norm': 2.530034303665161, 'learning_rate': 1.0903703703703706e-05, 'epoch': 2.3466666666666667}
Step 2650: {'loss': 1.147, 'grad_norm': 2.3552517890930176, 'learning_rate': 1.0755555555555557e-05, 'epoch': 2.3555555555555556}
Step 2660: {'loss': 1.107, 'grad_norm': 2.450638771057129, 'learning_rate': 1.0607407407407408e-05, 'epoch': 2.3644444444444446}
Step 2670: {'loss': 1.2685, 'grad_norm': 3.578855514526367, 'learning_rate': 1.045925925925926e-05, 'epoch': 2.3733333333333335}
Step 2680: {'loss': 1.1763, 'grad_norm': 2.42592716217041, 'learning_rate': 1.031111111111111e-05, 'epoch': 2.3822222222222225}
Step 2690: {'loss': 1.1586, 'grad_norm': 2.513144016265869, 'learning_rate': 1.0162962962962964e-05, 'epoch': 2.391111111111111}
Step 2700: {'loss': 1.2026, 'grad_norm': 3.2369167804718018, 'learning_rate': 1.0014814814814815e-05, 'epoch': 2.4}
Step 2710: {'loss': 1.0694, 'grad_norm': 2.3403844833374023, 'learning_rate': 9.866666666666667e-06, 'epoch': 2.408888888888889}
Step 2720: {'loss': 1.0758, 'grad_norm': 2.257206916809082, 'learning_rate': 9.718518518518518e-06, 'epoch': 2.417777777777778}
Step 2730: {'loss': 1.2051, 'grad_norm': 2.896235942840576, 'learning_rate': 9.570370370370371e-06, 'epoch': 2.4266666666666667}
Step 2740: {'loss': 1.2069, 'grad_norm': 2.819835901260376, 'learning_rate': 9.422222222222222e-06, 'epoch': 2.4355555555555557}
Step 2750: {'loss': 1.1141, 'grad_norm': 2.3414053916931152, 'learning_rate': 9.274074074074073e-06, 'epoch': 2.4444444444444446}
Step 2760: {'loss': 1.1553, 'grad_norm': 2.4706733226776123, 'learning_rate': 9.125925925925927e-06, 'epoch': 2.453333333333333}
Step 2770: {'loss': 1.1504, 'grad_norm': 2.514575481414795, 'learning_rate': 8.977777777777778e-06, 'epoch': 2.462222222222222}
Step 2780: {'loss': 1.1773, 'grad_norm': 2.5332629680633545, 'learning_rate': 8.82962962962963e-06, 'epoch': 2.471111111111111}
Step 2790: {'loss': 1.2044, 'grad_norm': 2.459078311920166, 'learning_rate': 8.681481481481482e-06, 'epoch': 2.48}
Step 2800: {'loss': 1.121, 'grad_norm': 2.802992582321167, 'learning_rate': 8.533333333333334e-06, 'epoch': 2.488888888888889}
Step 2810: {'loss': 1.1488, 'grad_norm': 2.686697006225586, 'learning_rate': 8.385185185185187e-06, 'epoch': 2.497777777777778}
Step 2820: {'loss': 1.1888, 'grad_norm': 2.4127047061920166, 'learning_rate': 8.237037037037038e-06, 'epoch': 2.506666666666667}
Step 2830: {'loss': 1.1122, 'grad_norm': 2.4316751956939697, 'learning_rate': 8.08888888888889e-06, 'epoch': 2.5155555555555553}
Step 2840: {'loss': 1.1664, 'grad_norm': 3.456876277923584, 'learning_rate': 7.940740740740742e-06, 'epoch': 2.5244444444444447}
Step 2850: {'loss': 1.1325, 'grad_norm': 2.776276111602783, 'learning_rate': 7.792592592592594e-06, 'epoch': 2.533333333333333}
Step 2860: {'loss': 1.2472, 'grad_norm': 2.5324594974517822, 'learning_rate': 7.644444444444445e-06, 'epoch': 2.542222222222222}
Step 2870: {'loss': 1.1381, 'grad_norm': 2.4975802898406982, 'learning_rate': 7.496296296296297e-06, 'epoch': 2.551111111111111}
Step 2880: {'loss': 1.1567, 'grad_norm': 2.4718799591064453, 'learning_rate': 7.348148148148148e-06, 'epoch': 2.56}
Step 2890: {'loss': 1.1971, 'grad_norm': 2.6934423446655273, 'learning_rate': 7.2e-06, 'epoch': 2.568888888888889}
Step 2900: {'loss': 1.2003, 'grad_norm': 2.697016477584839, 'learning_rate': 7.051851851851853e-06, 'epoch': 2.5777777777777775}
Step 2910: {'loss': 1.1449, 'grad_norm': 2.557438611984253, 'learning_rate': 6.903703703703704e-06, 'epoch': 2.586666666666667}
Step 2920: {'loss': 1.2312, 'grad_norm': 2.644131898880005, 'learning_rate': 6.755555555555555e-06, 'epoch': 2.5955555555555554}
Step 2930: {'loss': 1.1111, 'grad_norm': 2.975111484527588, 'learning_rate': 6.607407407407408e-06, 'epoch': 2.6044444444444443}
Step 2940: {'loss': 1.1056, 'grad_norm': 2.5637755393981934, 'learning_rate': 6.45925925925926e-06, 'epoch': 2.6133333333333333}
Step 2950: {'loss': 1.1061, 'grad_norm': 2.9336676597595215, 'learning_rate': 6.311111111111112e-06, 'epoch': 2.6222222222222222}
Step 2960: {'loss': 1.1473, 'grad_norm': 2.4044747352600098, 'learning_rate': 6.162962962962963e-06, 'epoch': 2.631111111111111}
Step 2970: {'loss': 1.1736, 'grad_norm': 2.697967529296875, 'learning_rate': 6.0148148148148145e-06, 'epoch': 2.64}
Step 2980: {'loss': 1.1598, 'grad_norm': 2.3005785942077637, 'learning_rate': 5.866666666666667e-06, 'epoch': 2.648888888888889}
Step 2990: {'loss': 1.1874, 'grad_norm': 2.852179527282715, 'learning_rate': 5.718518518518519e-06, 'epoch': 2.6577777777777776}
Step 3000: {'loss': 1.1485, 'grad_norm': 2.492623805999756, 'learning_rate': 5.570370370370371e-06, 'epoch': 2.6666666666666665}
Step 3010: {'loss': 1.1635, 'grad_norm': 2.6673357486724854, 'learning_rate': 5.422222222222222e-06, 'epoch': 2.6755555555555555}
Step 3020: {'loss': 1.056, 'grad_norm': 2.945003032684326, 'learning_rate': 5.2740740740740745e-06, 'epoch': 2.6844444444444444}
Step 3030: {'loss': 1.1637, 'grad_norm': 2.3446106910705566, 'learning_rate': 5.125925925925927e-06, 'epoch': 2.6933333333333334}
Step 3040: {'loss': 1.0211, 'grad_norm': 2.3074824810028076, 'learning_rate': 4.977777777777778e-06, 'epoch': 2.7022222222222223}
Step 3050: {'loss': 1.1648, 'grad_norm': 2.5173137187957764, 'learning_rate': 4.82962962962963e-06, 'epoch': 2.7111111111111112}
Step 3060: {'loss': 1.1599, 'grad_norm': 2.4728565216064453, 'learning_rate': 4.6814814814814815e-06, 'epoch': 2.7199999999999998}
Step 3070: {'loss': 1.1136, 'grad_norm': 2.4257943630218506, 'learning_rate': 4.533333333333334e-06, 'epoch': 2.728888888888889}
Step 3080: {'loss': 1.2114, 'grad_norm': 2.5584468841552734, 'learning_rate': 4.385185185185185e-06, 'epoch': 2.7377777777777776}
Step 3090: {'loss': 1.0345, 'grad_norm': 2.455724000930786, 'learning_rate': 4.237037037037037e-06, 'epoch': 2.7466666666666666}
Step 3100: {'loss': 1.1388, 'grad_norm': 3.510089159011841, 'learning_rate': 4.088888888888889e-06, 'epoch': 2.7555555555555555}
Step 3110: {'loss': 1.0895, 'grad_norm': 2.9891810417175293, 'learning_rate': 3.940740740740741e-06, 'epoch': 2.7644444444444445}
Step 3120: {'loss': 1.0844, 'grad_norm': 3.2375171184539795, 'learning_rate': 3.792592592592593e-06, 'epoch': 2.7733333333333334}
Step 3130: {'loss': 1.1253, 'grad_norm': 3.2823333740234375, 'learning_rate': 3.6444444444444446e-06, 'epoch': 2.7822222222222224}
Step 3140: {'loss': 1.1536, 'grad_norm': 2.3807411193847656, 'learning_rate': 3.496296296296296e-06, 'epoch': 2.7911111111111113}
Step 3150: {'loss': 1.1131, 'grad_norm': 2.223222255706787, 'learning_rate': 3.348148148148148e-06, 'epoch': 2.8}
Step 3160: {'loss': 1.1629, 'grad_norm': 2.7680394649505615, 'learning_rate': 3.2000000000000003e-06, 'epoch': 2.8088888888888888}
Step 3170: {'loss': 1.3096, 'grad_norm': 3.095956563949585, 'learning_rate': 3.051851851851852e-06, 'epoch': 2.8177777777777777}
Step 3180: {'loss': 1.1047, 'grad_norm': 2.4472055435180664, 'learning_rate': 2.9037037037037038e-06, 'epoch': 2.8266666666666667}
Step 3190: {'loss': 1.1982, 'grad_norm': 2.6407580375671387, 'learning_rate': 2.7555555555555555e-06, 'epoch': 2.8355555555555556}
Step 3200: {'loss': 1.1395, 'grad_norm': 2.562191963195801, 'learning_rate': 2.6074074074074073e-06, 'epoch': 2.8444444444444446}
Step 3210: {'loss': 1.1579, 'grad_norm': 2.8076488971710205, 'learning_rate': 2.4592592592592594e-06, 'epoch': 2.8533333333333335}
Step 3220: {'loss': 1.1183, 'grad_norm': 2.56386137008667, 'learning_rate': 2.311111111111111e-06, 'epoch': 2.862222222222222}
Step 3230: {'loss': 1.1145, 'grad_norm': 3.0846118927001953, 'learning_rate': 2.1629629629629634e-06, 'epoch': 2.871111111111111}
Step 3240: {'loss': 1.1324, 'grad_norm': 3.325263500213623, 'learning_rate': 2.0148148148148147e-06, 'epoch': 2.88}
Step 3250: {'loss': 1.2147, 'grad_norm': 2.5574898719787598, 'learning_rate': 1.8666666666666669e-06, 'epoch': 2.888888888888889}
Step 3260: {'loss': 1.1128, 'grad_norm': 2.412485122680664, 'learning_rate': 1.7185185185185186e-06, 'epoch': 2.897777777777778}
Step 3270: {'loss': 1.0815, 'grad_norm': 2.3380212783813477, 'learning_rate': 1.5703703703703704e-06, 'epoch': 2.9066666666666667}
Step 3280: {'loss': 1.1085, 'grad_norm': 2.5902087688446045, 'learning_rate': 1.4222222222222223e-06, 'epoch': 2.9155555555555557}
Step 3290: {'loss': 1.1376, 'grad_norm': 3.1416454315185547, 'learning_rate': 1.274074074074074e-06, 'epoch': 2.924444444444444}
Step 3300: {'loss': 1.134, 'grad_norm': 2.3994505405426025, 'learning_rate': 1.125925925925926e-06, 'epoch': 2.9333333333333336}
Step 3310: {'loss': 1.0832, 'grad_norm': 2.874718427658081, 'learning_rate': 9.777777777777778e-07, 'epoch': 2.942222222222222}
Step 3320: {'loss': 1.015, 'grad_norm': 2.3697245121002197, 'learning_rate': 8.296296296296296e-07, 'epoch': 2.951111111111111}
Step 3330: {'loss': 1.1454, 'grad_norm': 2.5561912059783936, 'learning_rate': 6.814814814814816e-07, 'epoch': 2.96}
Step 3340: {'loss': 1.0824, 'grad_norm': 2.617145538330078, 'learning_rate': 5.333333333333333e-07, 'epoch': 2.968888888888889}
Step 3350: {'loss': 1.2564, 'grad_norm': 2.718031644821167, 'learning_rate': 3.851851851851852e-07, 'epoch': 2.977777777777778}
Step 3360: {'loss': 1.2682, 'grad_norm': 3.2732906341552734, 'learning_rate': 2.3703703703703705e-07, 'epoch': 2.986666666666667}
Step 3370: {'loss': 1.2345, 'grad_norm': 2.8774545192718506, 'learning_rate': 8.88888888888889e-08, 'epoch': 2.9955555555555557}
Epoch 3.0 completed in 2363.41s
Step 3375: {'eval_loss': 1.23152756690979, 'eval_runtime': 22.0915, 'eval_samples_per_second': 22.633, 'eval_steps_per_second': 5.658, 'epoch': 3.0}
Step 3375: {'train_runtime': 2386.3739, 'train_samples_per_second': 5.657, 'train_steps_per_second': 1.414, 'total_flos': 440938266624000.0, 'train_loss': 1.2986941788284867, 'epoch': 3.0}
=== Training completed in 2386.38s ===

Step 3375: {'eval_loss': 1.23152756690979, 'eval_runtime': 22.0527, 'eval_samples_per_second': 22.673, 'eval_steps_per_second': 5.668, 'epoch': 3.0}
