=== Training started at 2025-12-11 01:18:04 ===
Step 10: {'loss': 3.9368, 'grad_norm': 1.5187633037567139, 'learning_rate': 0.0004986666666666667, 'epoch': 0.008888888888888889}
Step 1980: {'loss': 1.0766, 'grad_norm': 0.5053632259368896, 'learning_rate': 0.0002068148148148148, 'epoch': 1.76}
Step 1990: {'loss': 1.0907, 'grad_norm': 0.5175740122795105, 'learning_rate': 0.00020533333333333336, 'epoch': 1.7688888888888887}
Step 2000: {'loss': 1.2044, 'grad_norm': 0.7435340285301208, 'learning_rate': 0.00020385185185185184, 'epoch': 1.7777777777777777}
Step 2010: {'loss': 1.1594, 'grad_norm': 0.437649130821228, 'learning_rate': 0.00020237037037037036, 'epoch': 1.7866666666666666}
Step 2020: {'loss': 1.1081, 'grad_norm': 0.8713433146476746, 'learning_rate': 0.0002008888888888889, 'epoch': 1.7955555555555556}
Step 2030: {'loss': 1.1068, 'grad_norm': 0.5616909861564636, 'learning_rate': 0.0001994074074074074, 'epoch': 1.8044444444444445}
Step 2040: {'loss': 1.0756, 'grad_norm': 0.5746089220046997, 'learning_rate': 0.00019792592592592594, 'epoch': 1.8133333333333335}
Step 2050: {'loss': 1.1072, 'grad_norm': 0.6109442710876465, 'learning_rate': 0.00019644444444444445, 'epoch': 1.8222222222222222}
Step 2060: {'loss': 1.053, 'grad_norm': 0.5731450915336609, 'learning_rate': 0.00019496296296296297, 'epoch': 1.8311111111111111}
Step 2070: {'loss': 1.0821, 'grad_norm': 0.4407055079936981, 'learning_rate': 0.0001934814814814815, 'epoch': 1.8399999999999999}
Step 2080: {'loss': 1.0755, 'grad_norm': 0.5106014609336853, 'learning_rate': 0.000192, 'epoch': 1.8488888888888888}
Step 2090: {'loss': 1.0424, 'grad_norm': 0.47617673873901367, 'learning_rate': 0.00019051851851851855, 'epoch': 1.8577777777777778}
Step 2100: {'loss': 1.0015, 'grad_norm': 0.6389382481575012, 'learning_rate': 0.00018903703703703704, 'epoch': 1.8666666666666667}
Step 2110: {'loss': 1.0433, 'grad_norm': 0.489827424287796, 'learning_rate': 0.00018755555555555555, 'epoch': 1.8755555555555556}
Step 2120: {'loss': 1.0933, 'grad_norm': 0.6705574989318848, 'learning_rate': 0.0001860740740740741, 'epoch': 1.8844444444444446}
Step 2130: {'loss': 1.0724, 'grad_norm': 0.596930205821991, 'learning_rate': 0.0001845925925925926, 'epoch': 1.8933333333333333}
Step 2140: {'loss': 1.1109, 'grad_norm': 0.5638452172279358, 'learning_rate': 0.0001831111111111111, 'epoch': 1.9022222222222223}
Step 2150: {'loss': 1.0796, 'grad_norm': 0.7453539967536926, 'learning_rate': 0.00018162962962962965, 'epoch': 1.911111111111111}
Step 2160: {'loss': 1.1464, 'grad_norm': 0.8145200610160828, 'learning_rate': 0.00018014814814814814, 'epoch': 1.92}
Step 2170: {'loss': 1.2015, 'grad_norm': 2.7914652824401855, 'learning_rate': 0.00017866666666666668, 'epoch': 1.9288888888888889}
Step 2180: {'loss': 1.0795, 'grad_norm': 0.5456627011299133, 'learning_rate': 0.0001771851851851852, 'epoch': 1.9377777777777778}
Step 2190: {'loss': 1.0901, 'grad_norm': 0.4805034399032593, 'learning_rate': 0.0001757037037037037, 'epoch': 1.9466666666666668}
Step 2200: {'loss': 0.9715, 'grad_norm': 0.5649537444114685, 'learning_rate': 0.00017422222222222223, 'epoch': 1.9555555555555557}
Step 2210: {'loss': 1.1469, 'grad_norm': 0.7601501941680908, 'learning_rate': 0.00017274074074074075, 'epoch': 1.9644444444444444}
Step 2220: {'loss': 1.1976, 'grad_norm': 0.5776546001434326, 'learning_rate': 0.00017125925925925926, 'epoch': 1.9733333333333334}
Step 2230: {'loss': 1.1702, 'grad_norm': 0.5453412532806396, 'learning_rate': 0.00016977777777777778, 'epoch': 1.982222222222222}
Step 2240: {'loss': 1.0716, 'grad_norm': 0.5589375495910645, 'learning_rate': 0.0001682962962962963, 'epoch': 1.991111111111111}
Step 2250: {'loss': 1.0525, 'grad_norm': 3.624436616897583, 'learning_rate': 0.00016681481481481481, 'epoch': 2.0}
Epoch 2.0 completed in 13730.70s
Step 2250: {'eval_loss': 1.0739431381225586, 'eval_runtime': 198.9884, 'eval_samples_per_second': 2.513, 'eval_steps_per_second': 0.628, 'epoch': 2.0}
Step 2260: {'loss': 1.111, 'grad_norm': 1.0874533653259277, 'learning_rate': 0.00016533333333333333, 'epoch': 2.008888888888889}
Step 2270: {'loss': 1.1301, 'grad_norm': 0.5227503180503845, 'learning_rate': 0.00016385185185185188, 'epoch': 2.017777777777778}
Step 2280: {'loss': 1.1522, 'grad_norm': 0.4779472053050995, 'learning_rate': 0.00016237037037037036, 'epoch': 2.026666666666667}
Step 2290: {'loss': 1.1258, 'grad_norm': 0.5312354564666748, 'learning_rate': 0.00016088888888888888, 'epoch': 2.0355555555555553}
Step 2300: {'loss': 0.9967, 'grad_norm': 0.5639252066612244, 'learning_rate': 0.00015940740740740743, 'epoch': 2.0444444444444443}
Step 2310: {'loss': 1.1308, 'grad_norm': 0.5372593402862549, 'learning_rate': 0.00015792592592592591, 'epoch': 2.0533333333333332}
Step 2320: {'loss': 1.0658, 'grad_norm': 0.5447067618370056, 'learning_rate': 0.00015644444444444443, 'epoch': 2.062222222222222}
Step 2330: {'loss': 1.086, 'grad_norm': 0.5782361030578613, 'learning_rate': 0.00015496296296296298, 'epoch': 2.071111111111111}
Step 2340: {'loss': 1.2032, 'grad_norm': 0.5970084071159363, 'learning_rate': 0.00015348148148148146, 'epoch': 2.08}
Step 2350: {'loss': 1.2302, 'grad_norm': 0.5733649730682373, 'learning_rate': 0.000152, 'epoch': 2.088888888888889}
Step 2360: {'loss': 1.0564, 'grad_norm': 0.5030921697616577, 'learning_rate': 0.00015051851851851853, 'epoch': 2.097777777777778}
Step 2370: {'loss': 1.025, 'grad_norm': 0.5848191976547241, 'learning_rate': 0.00014903703703703701, 'epoch': 2.1066666666666665}
Step 2380: {'loss': 1.06, 'grad_norm': 0.7461257576942444, 'learning_rate': 0.00014755555555555556, 'epoch': 2.1155555555555554}
Step 2390: {'loss': 1.024, 'grad_norm': 0.5483561754226685, 'learning_rate': 0.00014607407407407407, 'epoch': 2.1244444444444444}
Step 2400: {'loss': 1.1224, 'grad_norm': 0.479114294052124, 'learning_rate': 0.00014459259259259262, 'epoch': 2.1333333333333333}
Step 2410: {'loss': 1.0517, 'grad_norm': 0.4298001527786255, 'learning_rate': 0.0001431111111111111, 'epoch': 2.1422222222222222}
Step 2420: {'loss': 1.1473, 'grad_norm': 0.4977642893791199, 'learning_rate': 0.00014162962962962962, 'epoch': 2.151111111111111}
Step 2430: {'loss': 1.0945, 'grad_norm': 0.47096848487854004, 'learning_rate': 0.00014014814814814817, 'epoch': 2.16}
Step 2440: {'loss': 1.0181, 'grad_norm': 0.5801662802696228, 'learning_rate': 0.00013866666666666666, 'epoch': 2.168888888888889}
Step 2450: {'loss': 1.1535, 'grad_norm': 0.5660377144813538, 'learning_rate': 0.0001371851851851852, 'epoch': 2.1777777777777776}
Step 2460: {'loss': 1.0495, 'grad_norm': 0.6868160963058472, 'learning_rate': 0.00013570370370370372, 'epoch': 2.1866666666666665}
Step 2470: {'loss': 1.054, 'grad_norm': 0.6749099493026733, 'learning_rate': 0.0001342222222222222, 'epoch': 2.1955555555555555}
Step 2480: {'loss': 1.0497, 'grad_norm': 0.5380442142486572, 'learning_rate': 0.00013274074074074075, 'epoch': 2.2044444444444444}
Step 2490: {'loss': 1.087, 'grad_norm': 0.6091986894607544, 'learning_rate': 0.00013125925925925927, 'epoch': 2.2133333333333334}
Step 2500: {'loss': 1.1026, 'grad_norm': 0.5386764407157898, 'learning_rate': 0.00012977777777777779, 'epoch': 2.2222222222222223}
Step 2510: {'loss': 1.0754, 'grad_norm': 0.6106998324394226, 'learning_rate': 0.0001282962962962963, 'epoch': 2.2311111111111113}
Step 2520: {'loss': 1.2028, 'grad_norm': 0.6022965312004089, 'learning_rate': 0.00012681481481481482, 'epoch': 2.24}
Step 2530: {'loss': 1.0879, 'grad_norm': 0.5006139874458313, 'learning_rate': 0.00012533333333333334, 'epoch': 2.2488888888888887}
Step 2540: {'loss': 1.1002, 'grad_norm': 0.5502880215644836, 'learning_rate': 0.00012385185185185185, 'epoch': 2.2577777777777777}
Step 2550: {'loss': 1.1562, 'grad_norm': 0.5531945824623108, 'learning_rate': 0.00012237037037037037, 'epoch': 2.2666666666666666}
Step 2560: {'loss': 1.0499, 'grad_norm': 0.5074765086174011, 'learning_rate': 0.0001208888888888889, 'epoch': 2.2755555555555556}
Step 2570: {'loss': 1.018, 'grad_norm': 0.5578118562698364, 'learning_rate': 0.00011940740740740742, 'epoch': 2.2844444444444445}
Step 2580: {'loss': 1.0742, 'grad_norm': 0.6729099154472351, 'learning_rate': 0.00011792592592592592, 'epoch': 2.2933333333333334}
Step 2590: {'loss': 1.0272, 'grad_norm': 0.6198543906211853, 'learning_rate': 0.00011644444444444445, 'epoch': 2.3022222222222224}
Step 2600: {'loss': 1.0913, 'grad_norm': 0.5708343982696533, 'learning_rate': 0.00011496296296296297, 'epoch': 2.311111111111111}
Step 2610: {'loss': 1.073, 'grad_norm': 0.6519021987915039, 'learning_rate': 0.00011348148148148148, 'epoch': 2.32}
Step 2620: {'loss': 1.0767, 'grad_norm': 0.5277993083000183, 'learning_rate': 0.000112, 'epoch': 2.328888888888889}
Step 2630: {'loss': 1.143, 'grad_norm': 0.6701092720031738, 'learning_rate': 0.00011051851851851851, 'epoch': 2.3377777777777777}
Step 2640: {'loss': 1.033, 'grad_norm': 0.5141459703445435, 'learning_rate': 0.00010903703703703705, 'epoch': 2.3466666666666667}
Step 2650: {'loss': 1.0316, 'grad_norm': 0.5868087410926819, 'learning_rate': 0.00010755555555555556, 'epoch': 2.3555555555555556}
Step 2660: {'loss': 1.0309, 'grad_norm': 0.5288646221160889, 'learning_rate': 0.00010607407407407408, 'epoch': 2.3644444444444446}
Step 2670: {'loss': 1.148, 'grad_norm': 0.791998565196991, 'learning_rate': 0.0001045925925925926, 'epoch': 2.3733333333333335}
Step 2680: {'loss': 1.0681, 'grad_norm': 0.7849249839782715, 'learning_rate': 0.00010311111111111111, 'epoch': 2.3822222222222225}
Step 2690: {'loss': 1.0733, 'grad_norm': 0.5656982064247131, 'learning_rate': 0.00010162962962962963, 'epoch': 2.391111111111111}
Step 2700: {'loss': 1.1246, 'grad_norm': 0.9124969840049744, 'learning_rate': 0.00010014814814814816, 'epoch': 2.4}
Step 2710: {'loss': 0.9886, 'grad_norm': 0.4756508469581604, 'learning_rate': 9.866666666666668e-05, 'epoch': 2.408888888888889}
Step 2720: {'loss': 0.9833, 'grad_norm': 0.461837500333786, 'learning_rate': 9.718518518518518e-05, 'epoch': 2.417777777777778}
Step 2730: {'loss': 1.1153, 'grad_norm': 0.7498663663864136, 'learning_rate': 9.570370370370371e-05, 'epoch': 2.4266666666666667}
Step 2740: {'loss': 1.1085, 'grad_norm': 0.6835487484931946, 'learning_rate': 9.422222222222223e-05, 'epoch': 2.4355555555555557}
Step 2750: {'loss': 1.0182, 'grad_norm': 0.5529657006263733, 'learning_rate': 9.274074074074074e-05, 'epoch': 2.4444444444444446}
Step 2760: {'loss': 1.0899, 'grad_norm': 0.5326440334320068, 'learning_rate': 9.125925925925926e-05, 'epoch': 2.453333333333333}
Step 2770: {'loss': 1.0652, 'grad_norm': 0.46165573596954346, 'learning_rate': 8.977777777777778e-05, 'epoch': 2.462222222222222}
Step 2780: {'loss': 1.1188, 'grad_norm': 0.48573416471481323, 'learning_rate': 8.829629629629629e-05, 'epoch': 2.471111111111111}
Step 2790: {'loss': 1.1112, 'grad_norm': 0.7108746767044067, 'learning_rate': 8.681481481481482e-05, 'epoch': 2.48}
Step 2800: {'loss': 1.0276, 'grad_norm': 0.5713552832603455, 'learning_rate': 8.533333333333334e-05, 'epoch': 2.488888888888889}
Step 2810: {'loss': 1.0716, 'grad_norm': 0.6420604586601257, 'learning_rate': 8.385185185185186e-05, 'epoch': 2.497777777777778}
Step 2820: {'loss': 1.119, 'grad_norm': 0.6489543914794922, 'learning_rate': 8.237037037037037e-05, 'epoch': 2.506666666666667}
Step 2830: {'loss': 1.0249, 'grad_norm': 0.596340000629425, 'learning_rate': 8.088888888888889e-05, 'epoch': 2.5155555555555553}
Step 2840: {'loss': 1.0942, 'grad_norm': 0.6151395440101624, 'learning_rate': 7.940740740740742e-05, 'epoch': 2.5244444444444447}
Step 2850: {'loss': 1.0366, 'grad_norm': 0.5497310757637024, 'learning_rate': 7.792592592592592e-05, 'epoch': 2.533333333333333}
Step 2860: {'loss': 1.1765, 'grad_norm': 0.7693465948104858, 'learning_rate': 7.644444444444444e-05, 'epoch': 2.542222222222222}
Step 2870: {'loss': 1.0551, 'grad_norm': 0.5490357875823975, 'learning_rate': 7.496296296296297e-05, 'epoch': 2.551111111111111}
Step 2880: {'loss': 1.0704, 'grad_norm': 0.5086066722869873, 'learning_rate': 7.348148148148149e-05, 'epoch': 2.56}
Step 2890: {'loss': 1.0969, 'grad_norm': 0.520967423915863, 'learning_rate': 7.2e-05, 'epoch': 2.568888888888889}
Step 2900: {'loss': 1.1103, 'grad_norm': 0.641610860824585, 'learning_rate': 7.051851851851852e-05, 'epoch': 2.5777777777777775}
Step 2910: {'loss': 1.0866, 'grad_norm': 0.7282314300537109, 'learning_rate': 6.903703703703704e-05, 'epoch': 2.586666666666667}
Step 2920: {'loss': 1.1202, 'grad_norm': 0.5099971890449524, 'learning_rate': 6.755555555555555e-05, 'epoch': 2.5955555555555554}
Step 2930: {'loss': 1.0327, 'grad_norm': 0.7217718362808228, 'learning_rate': 6.607407407407408e-05, 'epoch': 2.6044444444444443}
Step 2940: {'loss': 1.0336, 'grad_norm': 0.575038731098175, 'learning_rate': 6.459259259259259e-05, 'epoch': 2.6133333333333333}
Step 2950: {'loss': 1.0202, 'grad_norm': 0.6489378809928894, 'learning_rate': 6.311111111111112e-05, 'epoch': 2.6222222222222222}
Step 2960: {'loss': 1.0733, 'grad_norm': 0.48338964581489563, 'learning_rate': 6.162962962962963e-05, 'epoch': 2.631111111111111}
Step 2970: {'loss': 1.1001, 'grad_norm': 0.5720562934875488, 'learning_rate': 6.014814814814815e-05, 'epoch': 2.64}
Step 2980: {'loss': 1.0754, 'grad_norm': 0.46791934967041016, 'learning_rate': 5.8666666666666665e-05, 'epoch': 2.648888888888889}
Step 2990: {'loss': 1.091, 'grad_norm': 0.6001008152961731, 'learning_rate': 5.718518518518519e-05, 'epoch': 2.6577777777777776}
Step 3000: {'loss': 1.0419, 'grad_norm': 0.41639429330825806, 'learning_rate': 5.5703703703703705e-05, 'epoch': 2.6666666666666665}
Step 3010: {'loss': 1.0795, 'grad_norm': 0.6863303780555725, 'learning_rate': 5.422222222222222e-05, 'epoch': 2.6755555555555555}
Step 3020: {'loss': 0.9643, 'grad_norm': 0.6336906552314758, 'learning_rate': 5.2740740740740745e-05, 'epoch': 2.6844444444444444}
Step 3030: {'loss': 1.0818, 'grad_norm': 0.5301229953765869, 'learning_rate': 5.125925925925926e-05, 'epoch': 2.6933333333333334}
Step 3040: {'loss': 0.9746, 'grad_norm': 0.5033674836158752, 'learning_rate': 4.977777777777778e-05, 'epoch': 2.7022222222222223}
Step 3050: {'loss': 1.0787, 'grad_norm': 0.5363913178443909, 'learning_rate': 4.8296296296296295e-05, 'epoch': 2.7111111111111112}
Step 3060: {'loss': 1.0917, 'grad_norm': 0.5247501730918884, 'learning_rate': 4.681481481481482e-05, 'epoch': 2.7199999999999998}
Step 3070: {'loss': 1.045, 'grad_norm': 0.48699814081192017, 'learning_rate': 4.5333333333333335e-05, 'epoch': 2.728888888888889}
Step 3080: {'loss': 1.1063, 'grad_norm': 0.509915828704834, 'learning_rate': 4.385185185185185e-05, 'epoch': 2.7377777777777776}
Step 3090: {'loss': 0.9201, 'grad_norm': 0.5060719847679138, 'learning_rate': 4.237037037037037e-05, 'epoch': 2.7466666666666666}
Step 3100: {'loss': 1.0631, 'grad_norm': 0.6420701146125793, 'learning_rate': 4.088888888888889e-05, 'epoch': 2.7555555555555555}
Step 3110: {'loss': 1.0317, 'grad_norm': 0.8179448843002319, 'learning_rate': 3.940740740740741e-05, 'epoch': 2.7644444444444445}
Step 3120: {'loss': 0.9887, 'grad_norm': 0.6256828308105469, 'learning_rate': 3.7925925925925925e-05, 'epoch': 2.7733333333333334}
Step 3130: {'loss': 1.0429, 'grad_norm': 0.6071729063987732, 'learning_rate': 3.644444444444445e-05, 'epoch': 2.7822222222222224}
Step 3140: {'loss': 1.0751, 'grad_norm': 0.47799521684646606, 'learning_rate': 3.496296296296296e-05, 'epoch': 2.7911111111111113}
Step 3150: {'loss': 1.0436, 'grad_norm': 0.5529554486274719, 'learning_rate': 3.348148148148148e-05, 'epoch': 2.8}
Step 3160: {'loss': 1.0768, 'grad_norm': 0.48214197158813477, 'learning_rate': 3.2e-05, 'epoch': 2.8088888888888888}
Step 3170: {'loss': 1.2252, 'grad_norm': 0.5851154327392578, 'learning_rate': 3.0518518518518515e-05, 'epoch': 2.8177777777777777}
Step 3180: {'loss': 1.0354, 'grad_norm': 0.5960209965705872, 'learning_rate': 2.903703703703704e-05, 'epoch': 2.8266666666666667}
Step 3190: {'loss': 1.1012, 'grad_norm': 0.686458170413971, 'learning_rate': 2.7555555555555555e-05, 'epoch': 2.8355555555555556}
Step 3200: {'loss': 1.0362, 'grad_norm': 0.5040188431739807, 'learning_rate': 2.6074074074074072e-05, 'epoch': 2.8444444444444446}
Step 3210: {'loss': 1.0865, 'grad_norm': 0.4658525586128235, 'learning_rate': 2.4592592592592592e-05, 'epoch': 2.8533333333333335}
Step 3220: {'loss': 1.0403, 'grad_norm': 0.5894617438316345, 'learning_rate': 2.3111111111111112e-05, 'epoch': 2.862222222222222}
Step 3230: {'loss': 1.0226, 'grad_norm': 0.63136887550354, 'learning_rate': 2.1629629629629632e-05, 'epoch': 2.871111111111111}
Step 3240: {'loss': 1.0502, 'grad_norm': 0.6881959438323975, 'learning_rate': 2.014814814814815e-05, 'epoch': 2.88}
Step 3250: {'loss': 1.1294, 'grad_norm': 0.5593659281730652, 'learning_rate': 1.866666666666667e-05, 'epoch': 2.888888888888889}
Step 3260: {'loss': 1.0332, 'grad_norm': 0.5282066464424133, 'learning_rate': 1.7185185185185185e-05, 'epoch': 2.897777777777778}
Step 3270: {'loss': 0.9851, 'grad_norm': 0.5221757292747498, 'learning_rate': 1.5703703703703702e-05, 'epoch': 2.9066666666666667}
Step 3280: {'loss': 1.0128, 'grad_norm': 0.5853177309036255, 'learning_rate': 1.4222222222222224e-05, 'epoch': 2.9155555555555557}
Step 3290: {'loss': 1.0379, 'grad_norm': 0.6012669205665588, 'learning_rate': 1.274074074074074e-05, 'epoch': 2.924444444444444}
Step 3300: {'loss': 1.0388, 'grad_norm': 0.47396987676620483, 'learning_rate': 1.1259259259259259e-05, 'epoch': 2.9333333333333336}
Step 3310: {'loss': 1.0001, 'grad_norm': 0.5273944139480591, 'learning_rate': 9.777777777777777e-06, 'epoch': 2.942222222222222}
Step 3320: {'loss': 0.941, 'grad_norm': 0.5632011294364929, 'learning_rate': 8.296296296296297e-06, 'epoch': 2.951111111111111}
Step 3330: {'loss': 1.0588, 'grad_norm': 0.5235655903816223, 'learning_rate': 6.814814814814815e-06, 'epoch': 2.96}
Step 3340: {'loss': 1.0076, 'grad_norm': 0.5255048274993896, 'learning_rate': 5.333333333333334e-06, 'epoch': 2.968888888888889}
Step 3350: {'loss': 1.1667, 'grad_norm': 0.5864949226379395, 'learning_rate': 3.851851851851852e-06, 'epoch': 2.977777777777778}
Step 3360: {'loss': 1.1959, 'grad_norm': 0.7806713581085205, 'learning_rate': 2.3703703703703703e-06, 'epoch': 2.986666666666667}
Step 3370: {'loss': 1.1615, 'grad_norm': 0.6726385951042175, 'learning_rate': 8.88888888888889e-07, 'epoch': 2.9955555555555557}
Epoch 3.0 completed in 20727.49s
Step 3375: {'eval_loss': 1.065100908279419, 'eval_runtime': 198.7957, 'eval_samples_per_second': 2.515, 'eval_steps_per_second': 0.629, 'epoch': 3.0}
Step 3375: {'train_runtime': 20926.6301, 'train_samples_per_second': 0.645, 'train_steps_per_second': 0.161, 'total_flos': 6313575186432000.0, 'train_loss': 1.1600980950814705, 'epoch': 3.0}
=== Training completed in 20926.62s ===


=== Training started at 2025-12-11 13:51:58 ===
Step 10: {'loss': 4.411, 'grad_norm': 0.5641936659812927, 'learning_rate': 2.647058823529412e-05, 'epoch': 0.008888888888888889}
Step 20: {'loss': 4.4817, 'grad_norm': 0.6925691366195679, 'learning_rate': 5.588235294117647e-05, 'epoch': 0.017777777777777778}
Step 30: {'loss': 4.3253, 'grad_norm': 1.0211900472640991, 'learning_rate': 8.529411764705883e-05, 'epoch': 0.02666666666666667}
Step 40: {'loss': 4.0459, 'grad_norm': 1.3932708501815796, 'learning_rate': 0.00011470588235294118, 'epoch': 0.035555555555555556}
Step 50: {'loss': 3.6968, 'grad_norm': 1.477966547012329, 'learning_rate': 0.00014411764705882354, 'epoch': 0.044444444444444446}
Step 60: {'loss': 3.2734, 'grad_norm': 1.4650369882583618, 'learning_rate': 0.0001735294117647059, 'epoch': 0.05333333333333334}
Step 70: {'loss': 2.8117, 'grad_norm': 1.8071448802947998, 'learning_rate': 0.0001999083409715857, 'epoch': 0.06222222222222222}
Step 80: {'loss': 2.6359, 'grad_norm': 1.9746365547180176, 'learning_rate': 0.00019899175068744272, 'epoch': 0.07111111111111111}
Step 90: {'loss': 2.2925, 'grad_norm': 1.8710589408874512, 'learning_rate': 0.00019807516040329975, 'epoch': 0.08}
Step 100: {'loss': 2.1277, 'grad_norm': 2.566277027130127, 'learning_rate': 0.00019715857011915676, 'epoch': 0.08888888888888889}
Step 110: {'loss': 2.0242, 'grad_norm': 1.7767398357391357, 'learning_rate': 0.00019624197983501376, 'epoch': 0.09777777777777778}
Step 120: {'loss': 1.9613, 'grad_norm': 1.7427053451538086, 'learning_rate': 0.00019532538955087077, 'epoch': 0.10666666666666667}
Step 130: {'loss': 1.7195, 'grad_norm': 1.8192811012268066, 'learning_rate': 0.00019440879926672778, 'epoch': 0.11555555555555555}
Step 140: {'loss': 1.7781, 'grad_norm': 1.7434602975845337, 'learning_rate': 0.0001934922089825848, 'epoch': 0.12444444444444444}
Step 150: {'loss': 1.6614, 'grad_norm': 1.9713822603225708, 'learning_rate': 0.0001925756186984418, 'epoch': 0.13333333333333333}
Step 160: {'loss': 1.6753, 'grad_norm': 1.6564151048660278, 'learning_rate': 0.0001916590284142988, 'epoch': 0.14222222222222222}
Step 170: {'loss': 1.7374, 'grad_norm': 2.321345567703247, 'learning_rate': 0.0001907424381301558, 'epoch': 0.1511111111111111}
Step 180: {'loss': 1.5554, 'grad_norm': 2.0364749431610107, 'learning_rate': 0.00018982584784601284, 'epoch': 0.16}
Step 190: {'loss': 1.5591, 'grad_norm': 1.9948993921279907, 'learning_rate': 0.00018890925756186985, 'epoch': 0.1688888888888889}
Step 200: {'loss': 1.5538, 'grad_norm': 2.316148519515991, 'learning_rate': 0.00018799266727772686, 'epoch': 0.17777777777777778}
Step 210: {'loss': 1.5074, 'grad_norm': 1.7919988632202148, 'learning_rate': 0.00018707607699358387, 'epoch': 0.18666666666666668}
Step 220: {'loss': 1.4284, 'grad_norm': 1.8705271482467651, 'learning_rate': 0.00018615948670944088, 'epoch': 0.19555555555555557}
Step 230: {'loss': 1.4301, 'grad_norm': 2.3618907928466797, 'learning_rate': 0.0001852428964252979, 'epoch': 0.20444444444444446}
Step 240: {'loss': 1.3245, 'grad_norm': 3.3849315643310547, 'learning_rate': 0.00018432630614115492, 'epoch': 0.21333333333333335}
Step 250: {'loss': 1.3996, 'grad_norm': 1.6957075595855713, 'learning_rate': 0.00018340971585701192, 'epoch': 0.2222222222222222}
Step 260: {'loss': 1.4637, 'grad_norm': 1.5199706554412842, 'learning_rate': 0.00018249312557286893, 'epoch': 0.2311111111111111}
Step 270: {'loss': 1.3383, 'grad_norm': 1.9594483375549316, 'learning_rate': 0.00018157653528872597, 'epoch': 0.24}
Step 280: {'loss': 1.3849, 'grad_norm': 2.2574431896209717, 'learning_rate': 0.00018065994500458297, 'epoch': 0.24888888888888888}
Step 290: {'loss': 1.4093, 'grad_norm': 2.47491455078125, 'learning_rate': 0.00017974335472043998, 'epoch': 0.2577777777777778}
Step 300: {'loss': 1.4329, 'grad_norm': 1.8305530548095703, 'learning_rate': 0.000178826764436297, 'epoch': 0.26666666666666666}
Step 310: {'loss': 1.3817, 'grad_norm': 1.421674132347107, 'learning_rate': 0.000177910174152154, 'epoch': 0.27555555555555555}
Step 320: {'loss': 1.3514, 'grad_norm': 1.762363076210022, 'learning_rate': 0.000176993583868011, 'epoch': 0.28444444444444444}
Step 330: {'loss': 1.3646, 'grad_norm': 1.554275631904602, 'learning_rate': 0.000176076993583868, 'epoch': 0.29333333333333333}
Step 340: {'loss': 1.2844, 'grad_norm': 1.6327555179595947, 'learning_rate': 0.00017516040329972502, 'epoch': 0.3022222222222222}
Step 350: {'loss': 1.3107, 'grad_norm': 1.828285574913025, 'learning_rate': 0.00017424381301558203, 'epoch': 0.3111111111111111}
Step 360: {'loss': 1.3088, 'grad_norm': 1.428769826889038, 'learning_rate': 0.00017332722273143906, 'epoch': 0.32}
Step 370: {'loss': 1.3133, 'grad_norm': 1.4542614221572876, 'learning_rate': 0.00017241063244729607, 'epoch': 0.3288888888888889}
Step 380: {'loss': 1.3066, 'grad_norm': 1.2748510837554932, 'learning_rate': 0.00017149404216315308, 'epoch': 0.3377777777777778}
Step 390: {'loss': 1.2902, 'grad_norm': 1.808764100074768, 'learning_rate': 0.00017057745187901008, 'epoch': 0.3466666666666667}
Step 400: {'loss': 1.2687, 'grad_norm': 1.2736843824386597, 'learning_rate': 0.0001696608615948671, 'epoch': 0.35555555555555557}
Step 410: {'loss': 1.3146, 'grad_norm': 1.123687744140625, 'learning_rate': 0.00016874427131072413, 'epoch': 0.36444444444444446}
Step 420: {'loss': 1.3633, 'grad_norm': 1.2003679275512695, 'learning_rate': 0.00016782768102658113, 'epoch': 0.37333333333333335}
Step 430: {'loss': 1.3643, 'grad_norm': 1.456824779510498, 'learning_rate': 0.00016691109074243814, 'epoch': 0.38222222222222224}
Step 440: {'loss': 1.3574, 'grad_norm': 1.434869647026062, 'learning_rate': 0.00016599450045829515, 'epoch': 0.39111111111111113}
Step 450: {'loss': 1.287, 'grad_norm': 1.4318541288375854, 'learning_rate': 0.00016507791017415218, 'epoch': 0.4}
Step 460: {'loss': 1.169, 'grad_norm': 2.678187131881714, 'learning_rate': 0.0001641613198900092, 'epoch': 0.4088888888888889}
Step 470: {'loss': 1.2429, 'grad_norm': 1.2142229080200195, 'learning_rate': 0.0001632447296058662, 'epoch': 0.4177777777777778}
Step 480: {'loss': 1.2236, 'grad_norm': 1.0943819284439087, 'learning_rate': 0.0001623281393217232, 'epoch': 0.4266666666666667}
Step 490: {'loss': 1.2683, 'grad_norm': 1.1779847145080566, 'learning_rate': 0.0001614115490375802, 'epoch': 0.43555555555555553}
Step 500: {'loss': 1.2123, 'grad_norm': 1.2835993766784668, 'learning_rate': 0.00016049495875343722, 'epoch': 0.4444444444444444}
Step 510: {'loss': 1.2356, 'grad_norm': 1.4174814224243164, 'learning_rate': 0.00015957836846929423, 'epoch': 0.4533333333333333}
Step 520: {'loss': 1.3573, 'grad_norm': 0.9979785084724426, 'learning_rate': 0.00015866177818515124, 'epoch': 0.4622222222222222}
Step 530: {'loss': 1.2145, 'grad_norm': 1.2940034866333008, 'learning_rate': 0.00015774518790100824, 'epoch': 0.4711111111111111}
